ServiceRequestNo,ServiceRequestStatus,TypeOfEnagagement,Incident/ Problem,SR Priority,SR Open Date,SR Close Date,Product,Geography,Country
1384,Closed,No Charge Support,Incident,2-High,42054.00,42079.00,USD ,Asia-Pacific,China
1613,Closed,Project,Incident,2-High,42076.00,42079.00,AAM ,Asia-Pacific,Singapore
2332,Closed,Contract,Problem,3-Medium,41920.00,42079.00,Busi,Asia-Pacific,India
2512,Closed,Contract,Problem,3-Medium,42075.00,42079.00,Busi,Asia-Pacific,India
2582,Closed,Contract,Problem,3-Medium,42073.00,42079.00,Busi,Asia-Pacific,India
1609,Closed,No Charge Support,Request for Fulfillment,2-High,42073.00,42080.00,AAM ,Asia-Pacific,Malaysia
1734,Closed,Project,Incident,3-Medium,42075.00,42080.00,PHD ,Asia-Pacific,Japan
1221,Closed,Project,Incident,3-Medium,42079.00,42081.00,Oper,Asia-Pacific,Korea South
1222,Closed,Project,Incident,3-Medium,42079.00,42081.00,Oper,Asia-Pacific,Korea South
1231,Closed,Project,Incident,3-Medium,42046.00,42081.00,USD ,Asia-Pacific,Japan
1232,Closed,Project,Incident,3-Medium,42046.00,42081.00,USD ,Asia-Pacific,Japan
1303,Closed,Project,Incident,3-Medium,42046.00,42081.00,USD ,Asia-Pacific,Japan
1709,Closed,Project,Incident,3-Medium,41886.00,42081.00,PHD ,Asia-Pacific,Thailand
1725,Closed,Project,Incident,3-Medium,41911.00,42081.00,Unsp,Asia-Pacific,Singapore
1790,Closed,Contract,Request for Fulfillment,3-Medium,41982.00,42081.00,PHD ,Asia-Pacific,Singapore
1927,Closed,No Charge Support,Incident,3-Medium,42081.00,42081.00,USD ,Asia-Pacific,Korea South
1928,Closed,No Charge Support,Incident,2-High,42081.00,42081.00,USD ,Asia-Pacific,India
1929,Closed,No Charge Support,Incident,2-High,42081.00,42081.00,USD ,Asia-Pacific,India
2009,Closed,No Charge Support,Incident,1-Critical,42074.00,42081.00,Busi,Asia-Pacific,India
2157,Closed,Contract,Request for Fulfillment,3-Medium,42017.00,42081.00,Busi,Asia-Pacific,Australia
2240,Closed,No Charge Support,Problem,3-Medium,42067.00,42081.00,Busi,Asia-Pacific,Australia
1144,Closed,Contract,Incident,3-Medium,42061.00,42082.00,APC ,Asia-Pacific,Australia
1224,Closed,Project,Incident,3-Medium,42072.00,42082.00,Oper,Asia-Pacific,Singapore
1225,Closed,Project,Incident,3-Medium,42072.00,42082.00,Oper,Asia-Pacific,Singapore
1423,Closed,Contract,Incident,3-Medium,42068.00,42082.00,DynA,Asia-Pacific,Japan
1774,Closed,Project,Incident,2-High,41990.00,42082.00,PHD ,Asia-Pacific,India
1923,Closed,No Charge Support,Incident,2-High,42082.00,42082.00,USD ,Asia-Pacific,Japan
2067,Closed,Contract,Problem,3-Medium,42082.00,42082.00,Busi,Asia-Pacific,India
2488,Closed,Contract,Problem,3-Medium,42082.00,42082.00,Busi,Asia-Pacific,India
2489,Closed,Contract,Request for Fulfillment,3-Medium,42080.00,42082.00,Busi,Asia-Pacific,India
2490,Closed,Contract,Request for Fulfillment,3-Medium,42076.00,42082.00,Busi,Asia-Pacific,India
1924,Closed,No Charge Support,Incident,3-Medium,42081.00,42083.00,USD ,Asia-Pacific,India
1925,Closed,No Charge Support,Incident,3-Medium,42081.00,42083.00,USD ,Asia-Pacific,India
1147,Closed,Project,Incident,2-High,42068.00,42086.00,APC ,Asia-Pacific,India
1158,Closed,Project,Incident,2-High,42082.00,42086.00,APC ,Asia-Pacific,India
1560,Closed,Project,Incident,3-Medium,41739.00,42086.00,Busi,Asia-Pacific,Singapore
2314,Closed,Project,Incident,2-High,41764.00,42086.00,Oper,Asia-Pacific,Bangladesh
2315,Closed,Project,Incident,2-High,41764.00,42086.00,Oper,Asia-Pacific,Bangladesh
2316,Closed,Project,Incident,2-High,41764.00,42086.00,Oper,Asia-Pacific,Bangladesh
2337,Closed,Project,Problem,2-High,41766.00,42086.00,Oper,Asia-Pacific,Bangladesh
2504,Closed,Project,Problem,2-High,41850.00,42086.00,USD ,Asia-Pacific,India
2505,Closed,Project,Problem,2-High,41850.00,42086.00,USD ,Asia-Pacific,India
2506,Closed,Project,Problem,2-High,41850.00,42086.00,USD ,Asia-Pacific,India
2734,Closed,No Charge Support,Incident,3-Medium,41984.00,42086.00,USD ,Asia-Pacific,Indonesia
2735,Closed,No Charge Support,Incident,3-Medium,41984.00,42086.00,USD ,Asia-Pacific,Indonesia
2736,Closed,No Charge Support,Incident,3-Medium,41984.00,42086.00,USD ,Asia-Pacific,Indonesia
2737,Closed,No Charge Support,Incident,3-Medium,41984.00,42086.00,USD ,Asia-Pacific,Indonesia
2738,Closed,No Charge Support,Incident,3-Medium,41984.00,42086.00,USD ,Asia-Pacific,Indonesia
2739,Closed,No Charge Support,Incident,3-Medium,41984.00,42086.00,USD ,Asia-Pacific,Indonesia
2740,Closed,No Charge Support,Incident,3-Medium,41984.00,42086.00,USD ,Asia-Pacific,Indonesia
2741,Closed,No Charge Support,Incident,3-Medium,41984.00,42086.00,USD ,Asia-Pacific,Indonesia
2742,Closed,No Charge Support,Incident,3-Medium,41984.00,42086.00,USD ,Asia-Pacific,Indonesia
2788,Closed,Project,Problem,3-Medium,42024.00,42086.00,USD ,Asia-Pacific,India
2789,Closed,Project,Problem,3-Medium,42024.00,42086.00,USD ,Asia-Pacific,India
2790,Closed,Project,Problem,3-Medium,42024.00,42086.00,USD ,Asia-Pacific,India
2791,Closed,Project,Problem,3-Medium,42024.00,42086.00,USD ,Asia-Pacific,India
2792,Closed,Project,Problem,3-Medium,42024.00,42086.00,USD ,Asia-Pacific,India
2794,Closed,No Charge Support,Request for Fulfillment,2-High,42027.00,42086.00,USD ,Asia-Pacific,Malaysia
3002,Closed,Contract,Problem,3-Medium,42045.00,42086.00,AAM ,Asia-Pacific,Papua New Guinea
1145,Closed,Contract,Incident,2-High,42066.00,42087.00,APC ,Asia-Pacific,Australia
1146,Closed,Contract,Incident,2-High,42066.00,42087.00,APC ,Asia-Pacific,Australia
1148,Closed,Contract,Incident,3-Medium,42075.00,42087.00,APC ,Asia-Pacific,Australia
1149,Closed,Contract,Incident,3-Medium,42075.00,42087.00,APC ,Asia-Pacific,Australia
1150,Closed,Contract,Incident,3-Medium,42075.00,42087.00,APC ,Asia-Pacific,Australia
1151,Closed,Contract,Problem,3-Medium,42079.00,42087.00,APC ,Asia-Pacific,Australia
1152,Closed,Contract,Problem,3-Medium,42079.00,42087.00,APC ,Asia-Pacific,Australia
1217,Closed,Project,Problem,4-Low,42087.00,42087.00,Oper,Asia-Pacific,Unspecified
1425,Closed,Contract,Incident,3-Medium,42062.00,42087.00,DynA,Asia-Pacific,Japan
1486,Closed,Project,Problem,3-Medium,42045.00,42087.00,Busi,Asia-Pacific,Australia
1506,Closed,Project,Incident,2-High,41981.00,42087.00,Unsp,Asia-Pacific,India
1922,Closed,No Charge Support,Incident,2-High,42087.00,42087.00,USD ,Asia-Pacific,Australia
2800,Closed,No Charge Support,Incident,3-Medium,42032.00,42087.00,USD ,Asia-Pacific,Brunei Darussalam
1752,Closed,No Charge Support,Problem,2-High,42031.00,42088.00,PHD ,Asia-Pacific,Japan
2341,Closed,Contract,Incident,3-Medium,41920.00,42088.00,Busi,Asia-Pacific,India
2720,Closed,Contract,Incident,3-Medium,41920.00,42088.00,Busi,Asia-Pacific,India
2578,Closed,No Charge Support,Problem,3-Medium,41900.00,42090.00,USD ,Asia-Pacific,India
2579,Closed,No Charge Support,Problem,3-Medium,41900.00,42090.00,USD ,Asia-Pacific,India
2589,Closed,Contract,Incident,3-Medium,42024.00,42090.00,Busi,Asia-Pacific,India
2726,Closed,No Charge Support,Incident,3-Medium,41983.00,42090.00,USD ,Asia-Pacific,India
1627,Closed,No Charge Support,Problem,3-Medium,42068.00,42093.00,Proc,Asia-Pacific,Taiwan
1791,Closed,Project,Incident,3-Medium,41974.00,42093.00,PHD ,Asia-Pacific,Australia
3011,Closed,Contract,Request for Fulfillment,3-Medium,42088.00,42093.00,Unsp,Asia-Pacific,Singapore
2813,Closed,Project,Problem,3-Medium,42094.00,42094.00,Oper,Asia-Pacific,India
1290,Closed,Project,Problem,2-High,42057.00,42095.00,Adva,Asia-Pacific,Korea South
3003,Closed,Contract,Problem,3-Medium,42045.00,42095.00,AAM ,Asia-Pacific,Papua New Guinea
1168,Closed,Project,Incident,3-Medium,42094.00,42096.00,APC ,Asia-Pacific,Singapore
1283,Closed,Project,Request for Fulfillment,3-Medium,42096.00,42096.00,Oper,Asia-Pacific,Japan
1284,Closed,Project,Request for Fulfillment,3-Medium,42096.00,42096.00,Oper,Asia-Pacific,Japan
1919,Closed,No Charge Support,Incident,2-High,42096.00,42096.00,Oper,Asia-Pacific,Unspecified
1921,Closed,No Charge Support,Incident,2-High,42096.00,42096.00,USD ,Asia-Pacific,Malaysia
1164,Closed,Contract,Problem,3-Medium,42087.00,42097.00,APC ,Asia-Pacific,Australia
1277,Closed,Project,Request for Fulfillment,3-Medium,41918.00,42097.00,Adva,Asia-Pacific,Korea South
1291,Closed,Contract,Incident,4-Low,42068.00,42097.00,Adva,Asia-Pacific,Japan
2854,Closed,Project,Incident,4-Low,42073.00,42097.00,Blen,Asia-Pacific,India
2004,Closed,No Charge Support,Incident,2-High,42020.00,42100.00,Busi,Asia-Pacific,India
2011,Closed,Contract,Incident,1-Critical,42097.00,42100.00,Busi,Asia-Pacific,India
2111,Closed,Project,Incident,4-Low,42097.00,42100.00,Unsp,Asia-Pacific,India
2230,Closed,Project,Problem,3-Medium,42089.00,42100.00,Busi,Asia-Pacific,Singapore
2231,Closed,Project,Problem,3-Medium,42087.00,42100.00,Busi,Asia-Pacific,Singapore
1218,Closed,Project,Incident,3-Medium,42083.00,42101.00,Oper,Asia-Pacific,India
1219,Closed,Project,Incident,3-Medium,42083.00,42101.00,Oper,Asia-Pacific,India
1220,Closed,Project,Incident,3-Medium,42083.00,42101.00,Oper,Asia-Pacific,India
1223,Closed,Project,Incident,3-Medium,42074.00,42101.00,USD ,Asia-Pacific,India
1280,Closed,No Charge Support,Problem,3-Medium,42096.00,42101.00,Unsp,Asia-Pacific,India
1281,Closed,No Charge Support,Problem,3-Medium,42096.00,42101.00,Unsp,Asia-Pacific,India
1282,Closed,No Charge Support,Problem,3-Medium,42096.00,42101.00,Unsp,Asia-Pacific,India
1368,Closed,Project,Problem,3-Medium,42073.00,42101.00,USD ,Asia-Pacific,Japan
1377,Closed,Project,Problem,3-Medium,42073.00,42101.00,USD ,Asia-Pacific,Japan
1378,Closed,Project,Problem,3-Medium,42073.00,42101.00,USD ,Asia-Pacific,Japan
1399,Closed,Project,Problem,3-Medium,41950.00,42101.00,USD ,Asia-Pacific,India
1426,Closed,Project,Incident,4-Low,42041.00,42101.00,Oper,Asia-Pacific,Taiwan
1452,Closed,Project,Problem,3-Medium,42013.00,42101.00,USD ,Asia-Pacific,India
1453,Closed,Project,Problem,3-Medium,42013.00,42101.00,USD ,Asia-Pacific,India
1454,Closed,Project,Problem,3-Medium,42013.00,42101.00,USD ,Asia-Pacific,India
1455,Closed,Project,Problem,3-Medium,42013.00,42101.00,USD ,Asia-Pacific,India
1474,Closed,Project,Incident,3-Medium,42074.00,42101.00,USD ,Asia-Pacific,India
1475,Closed,Project,Incident,3-Medium,42074.00,42101.00,USD ,Asia-Pacific,India
1476,Closed,Project,Incident,3-Medium,42074.00,42101.00,USD ,Asia-Pacific,India
1726,Closed,Project,Problem,1-Critical,42096.00,42101.00,PHD ,Asia-Pacific,Korea South
1418,Closed,No Charge Support,Incident,4-Low,42096.00,42102.00,DynA,Asia-Pacific,China
1580,Closed,Contract,Incident,2-High,42102.00,42102.00,Busi,Asia-Pacific,India
1624,Closed,Project,Incident,3-Medium,42102.00,42102.00,Proc,Asia-Pacific,India
2136,Closed,No Charge Support,Incident,3-Medium,42045.00,42102.00,Busi,Asia-Pacific,India
2236,Closed,No Charge Support,Problem,3-Medium,42081.00,42102.00,Busi,Asia-Pacific,Australia
2238,Closed,Contract,Problem,3-Medium,42068.00,42102.00,Busi,Asia-Pacific,India
2244,Closed,No Charge Support,Incident,3-Medium,42045.00,42102.00,Busi,Asia-Pacific,India
2487,Closed,Contract,Problem,3-Medium,42102.00,42102.00,Busi,Asia-Pacific,India
1666,Closed,Project,Incident,2-High,42022.00,42103.00,Proc,Asia-Pacific,Korea South
1912,Closed,No Charge Support,Incident,2-High,42103.00,42103.00,USD ,Asia-Pacific,Japan
1917,Closed,No Charge Support,Incident,2-High,42101.00,42103.00,Oper,Asia-Pacific,India
2486,Closed,Contract,Problem,3-Medium,42103.00,42103.00,Busi,Asia-Pacific,India
1358,Closed,Project,Problem,3-Medium,42086.00,42104.00,USD ,Asia-Pacific,New Zealand
1359,Closed,Project,Problem,3-Medium,42086.00,42104.00,USD ,Asia-Pacific,New Zealand
1908,Closed,No Charge Support,Incident,2-High,42104.00,42104.00,USD ,Asia-Pacific,India
1913,Closed,No Charge Support,Incident,2-High,42103.00,42104.00,USD ,Asia-Pacific,Brunei Darussalam
1916,Closed,No Charge Support,Incident,2-High,42103.00,42104.00,USD ,Asia-Pacific,Brunei Darussalam
2006,Closed,Project,Problem,2-High,42024.00,42104.00,Busi,Asia-Pacific,India
2043,Closed,Project,Incident,3-Medium,42103.00,42104.00,Blen,Asia-Pacific,India
2948,Closed,Project,Request for Fulfillment,3-Medium,42010.00,42104.00,DynA,Asia-Pacific,China
1356,Closed,Project,Problem,4-Low,42097.00,42107.00,USD ,Asia-Pacific,India
1357,Closed,Project,Problem,4-Low,42097.00,42107.00,USD ,Asia-Pacific,India
1364,Closed,Project,Problem,3-Medium,42074.00,42107.00,USD ,Asia-Pacific,New Zealand
1365,Closed,Project,Problem,3-Medium,42074.00,42107.00,USD ,Asia-Pacific,New Zealand
1366,Closed,Project,Problem,3-Medium,42074.00,42107.00,USD ,Asia-Pacific,New Zealand
1367,Closed,Project,Problem,3-Medium,42074.00,42107.00,USD ,Asia-Pacific,New Zealand
1390,Closed,Project,Problem,2-High,41985.00,42107.00,USD ,Asia-Pacific,India
1391,Closed,Project,Problem,2-High,41985.00,42107.00,USD ,Asia-Pacific,India
1392,Closed,Project,Problem,2-High,41985.00,42107.00,USD ,Asia-Pacific,India
1416,Closed,No Charge Support,Request for Fulfillment,4-Low,42104.00,42107.00,DynA,Asia-Pacific,China
1471,Closed,No Charge Support,Incident,3-Medium,42053.00,42107.00,USD ,Asia-Pacific,India
1472,Closed,No Charge Support,Incident,3-Medium,42053.00,42107.00,USD ,Asia-Pacific,India
1473,Closed,No Charge Support,Incident,3-Medium,42053.00,42107.00,USD ,Asia-Pacific,India
1478,Closed,Contract,Problem,3-Medium,42060.00,42107.00,Busi,Asia-Pacific,India
1958,Closed,Project,Incident,2-High,42102.00,42107.00,PHD ,Asia-Pacific,Korea South
2944,Closed,Project,Request for Fulfillment,3-Medium,42103.00,42107.00,Oper,Asia-Pacific,Australia
1294,Closed,Contract,Incident,4-Low,42083.00,42108.00,Adva,Asia-Pacific,Japan
2133,Closed,No Charge Support,Incident,3-Medium,42059.00,42108.00,Busi,Asia-Pacific,India
2816,Closed,Project,Incident,3-Medium,42097.00,42108.00,USD ,Asia-Pacific,India
2817,Closed,Project,Incident,3-Medium,42097.00,42108.00,USD ,Asia-Pacific,India
2820,Closed,Contract,Request for Fulfillment,3-Medium,42108.00,42108.00,USD ,Asia-Pacific,Japan
1076,Closed,Contract,Incident,3-Medium,41920.00,42109.00,APC ,Asia-Pacific,Australia
1077,Closed,Contract,Incident,3-Medium,41920.00,42109.00,APC ,Asia-Pacific,Australia
1078,Closed,Contract,Incident,3-Medium,41920.00,42109.00,APC ,Asia-Pacific,Australia
1086,Closed,Contract,Problem,3-Medium,41934.00,42109.00,APC ,Asia-Pacific,Australia
1087,Closed,Contract,Problem,3-Medium,41934.00,42109.00,APC ,Asia-Pacific,Australia
1133,Closed,Project,Incident,3-Medium,42009.00,42109.00,APC ,Asia-Pacific,New Zealand
1419,Closed,Project,Incident,4-Low,42088.00,42109.00,Oper,Asia-Pacific,Taiwan
1420,Closed,Project,Incident,4-Low,42088.00,42109.00,Oper,Asia-Pacific,Taiwan
1499,Closed,Project,Problem,3-Medium,42018.00,42109.00,Busi,Asia-Pacific,India
2254,Closed,Project,Problem,3-Medium,42018.00,42109.00,Busi,Asia-Pacific,India
2575,Closed,Billable,Incident,3-Medium,42102.00,42109.00,Busi,Asia-Pacific,India
2821,Closed,No Charge Support,Request for Fulfillment,4-Low,42108.00,42109.00,USD ,Asia-Pacific,Brunei Darussalam
2822,Closed,No Charge Support,Request for Fulfillment,4-Low,42108.00,42109.00,USD ,Asia-Pacific,Brunei Darussalam
1352,Closed,Project,Incident,3-Medium,42108.00,42110.00,USD ,Asia-Pacific,Malaysia
1355,Closed,Project,Problem,3-Medium,42107.00,42110.00,USD ,Asia-Pacific,Malaysia
1945,Closed,Billable,Incident,3-Medium,42072.00,42110.00,PHD ,Asia-Pacific,Japan
2666,Closed,Project,Request for Fulfillment,3-Medium,41971.00,42110.00,USD ,Asia-Pacific,India
2667,Closed,Project,Request for Fulfillment,3-Medium,41971.00,42110.00,USD ,Asia-Pacific,India
2668,Closed,Project,Request for Fulfillment,3-Medium,41971.00,42110.00,USD ,Asia-Pacific,India
3010,Closed,Project,Incident,3-Medium,42109.00,42110.00,AAM ,Asia-Pacific,Vietnam
1462,Closed,Billable,Incident,3-Medium,42108.00,42111.00,PHD ,Asia-Pacific,Philippines
1622,Closed,Project,Incident,3-Medium,42108.00,42111.00,Proc,Asia-Pacific,Oman
1700,Closed,Contract,Incident,3-Medium,41876.00,42111.00,PHD ,Asia-Pacific,Australia
1783,Closed,Contract,Problem,3-Medium,42019.00,42111.00,PHD ,Asia-Pacific,Australia
1795,Closed,Contract,Problem,2-High,42081.00,42111.00,PHD ,Asia-Pacific,Australia
1953,Closed,Project,Incident,3-Medium,42089.00,42111.00,PHD ,Asia-Pacific,Australia
2268,Closed,Contract,Incident,3-Medium,41982.00,42111.00,Busi,Asia-Pacific,Australia
2323,Closed,Contract,Incident,2-High,41929.00,42111.00,Busi,Asia-Pacific,Australia
1304,Closed,Project,Request for Fulfillment,4-Low,42044.00,42114.00,Oper,Asia-Pacific,China
1305,Closed,Project,Request for Fulfillment,4-Low,42044.00,42114.00,Oper,Asia-Pacific,China
1306,Closed,Project,Request for Fulfillment,4-Low,42044.00,42114.00,Oper,Asia-Pacific,China
1307,Closed,Project,Request for Fulfillment,4-Low,42044.00,42114.00,Oper,Asia-Pacific,China
1308,Closed,Project,Request for Fulfillment,4-Low,42044.00,42114.00,Oper,Asia-Pacific,China
1309,Closed,Project,Request for Fulfillment,4-Low,42044.00,42114.00,Oper,Asia-Pacific,China
1310,Closed,Project,Request for Fulfillment,4-Low,42044.00,42114.00,Oper,Asia-Pacific,China
1311,Closed,Project,Request for Fulfillment,4-Low,42044.00,42114.00,Oper,Asia-Pacific,China
1907,Closed,No Charge Support,Incident,2-High,42114.00,42114.00,USD ,Asia-Pacific,Vietnam
1458,Closed,Contract,Problem,3-Medium,42111.00,42115.00,Busi,Asia-Pacific,India
1584,Closed,Project,Problem,3-Medium,41957.00,42115.00,AAM ,Asia-Pacific,Australia
1756,Closed,Contract,Incident,3-Medium,41942.00,42115.00,Unsp,Asia-Pacific,Japan
1763,Closed,Contract,Incident,2-High,42027.00,42115.00,PHD ,Asia-Pacific,Japan
1906,Closed,No Charge Support,Incident,2-High,42115.00,42115.00,USD ,Asia-Pacific,Singapore
2392,Closed,Project,Incident,4-Low,42097.00,42115.00,Blen,Asia-Pacific,India
1457,Closed,Contract,Problem,3-Medium,42116.00,42116.00,Busi,Asia-Pacific,India
2046,Closed,Project,Incident,2-High,42109.00,42116.00,Blen,Asia-Pacific,India
2485,Closed,Contract,Incident,2-High,42116.00,42116.00,Busi,Asia-Pacific,India
1509,Closed,Project,Incident,2-High,41981.00,42117.00,Busi,Asia-Pacific,India
2130,Closed,Project,Incident,2-High,42116.00,42117.00,Busi,Asia-Pacific,Singapore
2467,Closed,Contract,Incident,2-High,42117.00,42117.00,Busi,Asia-Pacific,India
2468,Closed,Contract,Incident,2-High,42117.00,42117.00,Busi,Asia-Pacific,India
2606,Closed,No Charge Support,Problem,3-Medium,41911.00,42117.00,USD ,Asia-Pacific,India
2607,Closed,No Charge Support,Problem,3-Medium,41911.00,42117.00,USD ,Asia-Pacific,India
2608,Closed,No Charge Support,Problem,3-Medium,41911.00,42117.00,USD ,Asia-Pacific,India
2609,Closed,No Charge Support,Problem,3-Medium,41911.00,42117.00,USD ,Asia-Pacific,India
2610,Closed,No Charge Support,Problem,3-Medium,41911.00,42117.00,USD ,Asia-Pacific,India
2611,Closed,No Charge Support,Problem,3-Medium,41911.00,42117.00,USD ,Asia-Pacific,India
1716,Closed,Contract,Incident,3-Medium,42102.00,42118.00,PHD ,Asia-Pacific,Japan
1905,Closed,No Charge Support,Incident,2-High,42118.00,42118.00,Oper,Asia-Pacific,India
1909,Closed,No Charge Support,Incident,2-High,42103.00,42118.00,Oper,Asia-Pacific,India
1910,Closed,No Charge Support,Incident,2-High,42103.00,42118.00,Oper,Asia-Pacific,India
1911,Closed,No Charge Support,Incident,2-High,42103.00,42118.00,Oper,Asia-Pacific,India
1141,Closed,Project,Problem,2-High,42046.00,42121.00,APC ,Asia-Pacific,Korea South
1620,Closed,Project,Incident,4-Low,42116.00,42121.00,Proc,Asia-Pacific,Oman
1201,Closed,Project,Incident,3-Medium,42121.00,42122.00,USD ,Asia-Pacific,India
1202,Closed,Project,Incident,3-Medium,42121.00,42122.00,USD ,Asia-Pacific,India
1421,Closed,Project,Incident,4-Low,42082.00,42122.00,Oper,Asia-Pacific,Taiwan
1422,Closed,Project,Incident,4-Low,42082.00,42122.00,Oper,Asia-Pacific,Taiwan
2465,Closed,Contract,Incident,2-High,42121.00,42122.00,Busi,Asia-Pacific,India
3008,Closed,Contract,Incident,3-Medium,42117.00,42122.00,AAM ,Asia-Pacific,Singapore
1156,Closed,No Charge Support,Incident,2-High,42082.00,42123.00,APC ,Asia-Pacific,Australia
1157,Closed,No Charge Support,Incident,2-High,42082.00,42123.00,APC ,Asia-Pacific,Australia
1615,Closed,Project,Incident,2-High,42082.00,42123.00,AAM ,Asia-Pacific,Thailand
1759,Closed,Project,Incident,2-High,41949.00,42123.00,PHD ,Asia-Pacific,Australia
1901,Closed,Project,Incident,3-Medium,42118.00,42123.00,USD ,Asia-Pacific,Australia
1903,Closed,Project,Incident,3-Medium,42118.00,42123.00,USD ,Asia-Pacific,Australia
1904,Closed,Project,Incident,3-Medium,42118.00,42123.00,USD ,Asia-Pacific,Australia
2073,Closed,Project,Incident,2-High,42118.00,42123.00,Busi,Asia-Pacific,Indonesia
2129,Closed,Project,Incident,2-High,42118.00,42123.00,Busi,Asia-Pacific,Indonesia
2463,Closed,Contract,Problem,3-Medium,42123.00,42123.00,Busi,Asia-Pacific,India
2464,Closed,Contract,Problem,3-Medium,42122.00,42123.00,Busi,Asia-Pacific,India
2943,Closed,Project,Incident,3-Medium,42107.00,42123.00,Unsp,Asia-Pacific,Philippines
1900,Closed,No Charge Support,Incident,2-High,42124.00,42124.00,USD ,Asia-Pacific,India
2044,Closed,Project,Incident,4-Low,42104.00,42124.00,Blen,Asia-Pacific,India
2391,Closed,Project,Incident,3-Medium,42116.00,42124.00,Blen,Asia-Pacific,India
2450,Closed,Contract,Problem,3-Medium,42124.00,42124.00,Busi,Asia-Pacific,India
2798,Closed,No Charge Support,Request for Fulfillment,4-Low,42031.00,42124.00,USD ,Asia-Pacific,Japan
2799,Closed,No Charge Support,Request for Fulfillment,4-Low,42031.00,42124.00,USD ,Asia-Pacific,Japan
2801,Closed,Project,Problem,4-Low,42032.00,42124.00,Oper,Asia-Pacific,Australia
2802,Closed,Project,Problem,4-Low,42032.00,42124.00,Oper,Asia-Pacific,Australia
2823,Closed,No Charge Support,Request for Fulfillment,3-Medium,42109.00,42124.00,USD ,Asia-Pacific,Korea South
2824,Closed,Project,Request for Fulfillment,3-Medium,42110.00,42124.00,USD ,Asia-Pacific,Singapore
2825,Closed,No Charge Support,Request for Fulfillment,3-Medium,42110.00,42124.00,USD ,Asia-Pacific,Indonesia
1216,Closed,Project,Problem,3-Medium,42088.00,42127.00,Oper,Asia-Pacific,India
2818,Closed,Project,Problem,3-Medium,42097.00,42127.00,USD ,Asia-Pacific,India
2819,Closed,Project,Problem,3-Medium,42097.00,42127.00,USD ,Asia-Pacific,India
1494,Closed,Project,Problem,4-Low,42031.00,42128.00,Busi,Asia-Pacific,Singapore
2041,Closed,Project,Problem,2-High,42072.00,42128.00,Blen,Asia-Pacific,India
2108,Closed,No Charge Support,Incident,4-Low,42109.00,42128.00,Proc,Asia-Pacific,China
2241,Closed,Contract,Problem,4-Low,42062.00,42128.00,Busi,Asia-Pacific,India
2433,Closed,Contract,Request for Fulfillment,3-Medium,42128.00,42128.00,Busi,Asia-Pacific,India
2449,Closed,Contract,Problem,3-Medium,42124.00,42128.00,Busi,Asia-Pacific,India
2855,Closed,Project,Incident,2-High,42094.00,42128.00,Blen,Asia-Pacific,India
3009,Closed,Project,Incident,3-Medium,42109.00,42128.00,AAM ,Asia-Pacific,Vietnam
1208,Closed,Project,Problem,2-High,42108.00,42129.00,USD ,Asia-Pacific,India
1209,Closed,Project,Problem,2-High,42108.00,42129.00,USD ,Asia-Pacific,India
1210,Closed,Project,Problem,2-High,42108.00,42129.00,USD ,Asia-Pacific,India
1211,Closed,Project,Problem,2-High,42108.00,42129.00,USD ,Asia-Pacific,India
1213,Closed,Project,Incident,3-Medium,42101.00,42129.00,USD ,Asia-Pacific,India
1214,Closed,Project,Incident,3-Medium,42101.00,42129.00,USD ,Asia-Pacific,India
1215,Closed,Project,Incident,3-Medium,42101.00,42129.00,USD ,Asia-Pacific,India
1576,Closed,Contract,Problem,3-Medium,42129.00,42129.00,Busi,Asia-Pacific,India
1745,Closed,Project,Request for Fulfillment,4-Low,42044.00,42129.00,PHD ,Asia-Pacific,Taiwan
1753,Closed,Project,Request for Fulfillment,3-Medium,42031.00,42129.00,PHD ,Asia-Pacific,Taiwan
2432,Closed,Contract,Problem,3-Medium,42129.00,42129.00,Busi,Asia-Pacific,India
2661,Closed,Project,Problem,4-Low,41969.00,42129.00,USD ,Asia-Pacific,India
2662,Closed,Project,Problem,4-Low,41969.00,42129.00,USD ,Asia-Pacific,India
2938,Closed,Contract,Incident,3-Medium,42062.00,42129.00,DynA,Asia-Pacific,Japan
1618,Closed,No Charge Support,Incident,3-Medium,42102.00,42130.00,AAM ,Asia-Pacific,Singapore
2012,Closed,Contract,Incident,2-High,42097.00,42130.00,Busi,Asia-Pacific,India
2040,Closed,Project,Incident,3-Medium,42067.00,42130.00,Blen,Asia-Pacific,Singapore
2102,Closed,Project,Problem,4-Low,41907.00,42130.00,USD ,Asia-Pacific,India
2451,Closed,Contract,Problem,3-Medium,42124.00,42130.00,Busi,Asia-Pacific,India
2600,Closed,Project,Problem,4-Low,41907.00,42130.00,USD ,Asia-Pacific,India
1199,Closed,Project,Incident,3-Medium,42130.00,42131.00,USD ,Asia-Pacific,India
1200,Closed,Project,Incident,3-Medium,42130.00,42131.00,USD ,Asia-Pacific,India
1212,Closed,Project,Incident,3-Medium,42107.00,42131.00,Oper,Asia-Pacific,Malaysia
1269,Closed,Project,Incident,3-Medium,42107.00,42131.00,Oper,Asia-Pacific,Malaysia
1271,Closed,Project,Incident,3-Medium,42107.00,42131.00,Oper,Asia-Pacific,Malaysia
1272,Closed,Project,Incident,3-Medium,42107.00,42131.00,Oper,Asia-Pacific,Malaysia
1273,Closed,Project,Incident,3-Medium,42107.00,42131.00,Oper,Asia-Pacific,Malaysia
